"guides"	"type"	"logFC"	"logCPM"	"F"	"PValue"	"FDR"
"b2232_ubiG_325_2339891_2339884_+"	"essential_in_mops"	-1.66463369214279	7.45908248500622	66.094361315175	6.8808803119441e-05	0.272620477959225
"b1136_icd_3_1195125_1195110_-"	"essential_in_mops"	-1.27352465156832	7.74467307005938	49.1489617658901	0.000180231914159514	0.357039421949996
"b2827_thyA_3_2965153_2965149_+"	"essential_in_both"	-1.66596566822629	8.97623620677956	72.5260633204445	0.00029329380848139	0.387343356401089
"b1107_nagZ_205_1164299_1164292_+"	"non-essential"	-1.28079312853957	6.79437280007829	33.0181179160506	0.000623810673289353	0.429717087570992
"b0446_cof_329_467740_467726_-"	"non-essential"	-0.695255234217218	9.24078664328325	32.6886381993581	0.000643067175624734	0.429717087570992
"b1275_cysB_172_1334026_1334020_+"	"essential_in_both"	-0.761869123199609	9.17101255612693	31.6177148137541	0.000711146029082498	0.429717087570992
"b0116_lpd_625_128536_128532_+"	"essential_in_m9"	2.08009144266049	12.0609571190167	31.6821459594283	0.000759217469206699	0.429717087570992
"b2195_ccmG_172_2292793_2292778_-"	"non-essential"	-1.79072623345619	6.47435971228242	28.6894791314613	0.000950806950947521	0.47088714245676
"b1048_opgG_576_1109910_1109898_-"	"non-essential"	-1.17094888711801	7.67504001293609	25.3515468719174	0.00136616204815435	0.539731589062564
"b3870_glnA_173_4057862_4057857_+"	"essential_in_both"	-1.0045573227965	8.69813745599776	24.9424216622508	0.00143197224548017	0.539731589062564
"b2827_thyA_248_2964908_2964901_+"	"essential_in_both"	-2.10270702358273	6.56765994164067	36.8044271477192	0.00149849759709445	0.539731589062564
"b0242_proB_244_260631_260627_+"	"essential_in_both"	-0.971913625361364	7.99950396641681	22.0468242866493	0.00203582698164313	0.619147507728063
"b0242_proB_217_260604_260600_+"	"essential_in_both"	-0.611148035745166	9.44242833040286	21.9861547293225	0.00205167362080557	0.619147507728063
"b2095_gatZ_286_2176036_2176021_-"	"non-essential"	-1.0751220258348	7.40628477528118	21.4885106528355	0.00218780038066453	0.619147507728063
"b1494_pqqL_503_1574700_1574695_+"	"non-essential"	-0.82948374073889	8.04613655375331	20.9340708484658	0.00235337564737735	0.62160495432727
"b0033_carB_313_31129_31122_+"	"essential_in_both"	-0.969891097592297	7.47862619441463	23.7241832131639	0.00251447638075891	0.622647213785425
"b3172_argG_94_3318730_3318723_+"	"essential_in_both"	-1.8158361228854	6.28240174298532	28.5496886073995	0.00268760136633712	0.626369212554569
"b4078_yjcO_73_4297053_4297041_-"	"non-essential"	-1.25165749320279	5.28361618207023	18.5628286801943	0.00327327479299407	0.638263487451962
"b3816_corA_364_4001789_4001782_+"	"non-essential"	-0.769861716823212	7.98012640738994	18.1449991412619	0.00348063699671408	0.638263487451962
"b4245_pyrB_3_4472393_4472389_+"	"essential_in_both"	-1.03624120420076	6.41484321425972	17.6720383656319	0.00373609694145242	0.638263487451962
"b0776_bioF_505_810885_810881_+"	"essential_in_both"	-0.723832985656742	7.97008034869883	17.5614862007578	0.00379923977184519	0.638263487451962
"b1594_mlc_121_1668444_1668431_-"	"non-essential"	-1.20682385575185	8.38341305779932	17.750414163635	0.00379960692816504	0.638263487451962
"b2530_iscS_337_2661195_2661183_-"	"essential_in_both"	-0.867867868862192	8.55415155738534	17.4147390972542	0.00388518138652304	0.638263487451962
"b1443_ydcV_44_1514805_1514792_-"	"non-essential"	-0.47434634386467	9.97025829902562	17.3671114221499	0.00391360819646004	0.638263487451962
"b1712_ihfA_127_1795426_1795413_-"	"essential_in_mops"	-0.833699147177199	8.05233277507608	17.1807890575638	0.00402740716463883	0.638263487451962
"b1844_exoX_3_1926122_1926110_-"	"essential_in_mops"	-1.00347536824249	7.69235948402295	16.7082189310112	0.00433564022221843	0.660684867708825
"b2901_bglA_561_3044222_3044210_-"	"non-essential"	-0.71941161140496	8.3926379217683	15.5325675349887	0.00524476062064675	0.724188366915111
"b0149_mrcB_301_165030_165023_+"	"non-essential"	0.565627142609825	10.1342710472686	15.2786084475825	0.00547241390174081	0.724188366915111
